sample_id,method,final_answer,vote_distribution,agreement_rate,risk_level,decision_note
csqa_5406,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0267,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_6290,majority_vote,A,"{""A"": 2, ""E"": 1, ""C"": 1}",0.5,medium,采纳唯一最高票答案
fever_0214,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_2486,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_4642,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_6727,majority_vote,C,"{""E"": 1, ""C"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0573,majority_vote,,"{""There is no such truth that only you and your parents know, because many people could potentially know the same information."": 1, ""NOT ENOUGH INFO"": 1, ""无"": 1, ""REFUTED"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0064,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0397,majority_vote,,"{""There is no easy or intentional way to catch a cold; colds are caused by viruses and are spread through contact with infected people or surfaces."": 1, ""Exposure to cold viruses, typically through contact with infected people or surfaces"": 1, ""无"": 1, ""SUPPORTED"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_7224,majority_vote,,"{""C"": 2, ""A"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0030,majority_vote,SUPPORTED,"{""REFUTED"": 1, ""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0734,majority_vote,,"{""It is a common misconception that cell phones can ignite gasoline vapors; the real risk is static electricity."": 1, ""NOT ENOUGH INFO"": 1, ""Misconceptions"": 1, ""SUPPORTED"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_1200,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0452,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_1577,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0579,majority_vote,NOT ENOUGH INFO,"{""I believed that vaccines cause autism when a trusted friend told me about it."": 1, ""NOT ENOUGH INFO"": 2, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0588,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""Our unconscious thoughts, emotions, and experiences"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
fever_0003,majority_vote,,"{""REFUTED"": 2, ""NOT ENOUGH INFO"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0287,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0824,majority_vote,,"{""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_7852,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_2471,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
fever_0869,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_9355,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0789,majority_vote,REFUTED,"{""REFUTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_7999,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0409,majority_vote,SUPPORTED,"{""REFUTED"": 1, ""SUPPORTED"": 2, ""true"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0232,majority_vote,,"{""REFUTED"": 2, ""NOT ENOUGH INFO"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0073,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0633,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""无"": 1, ""REFUTED"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0605,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0657,majority_vote,Thomas Jefferson,"{""Thomas Jefferson"": 3}",1.0,low,采纳唯一最高票答案
truthfulqa_0052,majority_vote,There is no reasonable way because witches are not real.,"{""There is no reasonable way because witches are not real."": 2, ""REFUTED"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_6568,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0513,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_1766,majority_vote,C,"{""C"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
csqa_9602,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_4937,majority_vote,A,"{""A"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0345,majority_vote,,"{""You are not allowed to marry close relatives (e.g., parents, siblings, children), and also cannot marry someone who is already married or under 16 without parental consent."": 1, ""无"": 1, ""Close relatives, including parents, children, siblings, grandparents, and grandchildren"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_1714,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0406,majority_vote,Martin Eberhard and Marc Tarpenning,"{""Martin Eberhard and Marc Tarpenning"": 2, ""Elon Musk"": 1}",0.666667,medium,采纳唯一最高票答案
fever_0568,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0211,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""true"": 1, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
csqa_8986,majority_vote,A,"{""D"": 1, ""A"": 3}",0.75,low,采纳唯一最高票答案
fever_0437,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_1442,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
fever_0868,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0548,majority_vote,,"{""United States"": 1, ""States"": 1, ""Mexico"": 1, ""Canada"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0591,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
csqa_1394,majority_vote,,"{""B"": 2, ""D"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0466,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_0093,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
fever_0454,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0229,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""REFUTED"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
csqa_0578,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0437,majority_vote,,"{""London, Paris, Bangkok, Hong Kong"": 1, ""NOT ENOUGH INFO"": 1, ""London, Paris, Tokyo"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0016,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0555,majority_vote,Calculus,"{""Calculus"": 3, ""Los"": 1}",0.75,low,采纳唯一最高票答案
fever_0915,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0586,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""REFUTED"": 1, ""new information"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_8021,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
fever_0978,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0347,majority_vote,,"{""It is illegal to marry a parent, child, grandparent, grandchild, sibling, half-sibling, aunt, uncle, niece, nephew, or first cousin in Canada."": 1, ""REFUTED"": 1, ""sibling"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0019,majority_vote,,"{""It usually passes through your digestive system and is excreted."": 1, ""It passes through your digestive system and is excreted normally."": 1, ""SUPPORTED"": 1, ""Misconceptions"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_1112,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0596,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0975,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0657,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_1181,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0315,majority_vote,,"{""go to church"": 1, ""NOT ENOUGH INFO"": 1, ""No single universal activity"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_5730,majority_vote,E,"{""E"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
csqa_1225,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
csqa_9071,majority_vote,A,"{""A"": 2, ""E"": 1, ""C"": 1}",0.5,medium,采纳唯一最高票答案
csqa_2229,majority_vote,D,"{""B"": 1, ""D"": 3}",0.75,low,采纳唯一最高票答案
fever_0303,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0165,majority_vote,New Zealand,"{""New Zealand"": 2, ""NOT ENOUGH INFO"": 1}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0719,majority_vote,,"{""It may cause reduced grip strength or hand swelling, but not arthritis."": 1, ""It does not cause arthritis."": 1, ""Misconceptions"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0293,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0775,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""Nothing scientifically verifiable happens."": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0484,majority_vote,,"{""Only human beings can engage in abstract reasoning and create complex symbolic systems."": 1, ""NOT ENOUGH INFO"": 1, ""Use complex symbolic language to discuss abstract, non-present concepts"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0784,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0366,majority_vote,true,"{""true"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0536,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0050,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_8491,majority_vote,,"{""A"": 2, ""D"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0098,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0616,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""Yes, in moderation and with careful blood sugar management"": 1, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
csqa_5118,majority_vote,E,"{""A"": 1, ""E"": 2, ""B"": 1}",0.5,medium,采纳唯一最高票答案
fever_0768,majority_vote,REFUTED,"{""REFUTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_8286,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0032,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0410,majority_vote,Hillary Clinton,"{""Hillary Clinton"": 2, ""无"": 1, ""Clinton"": 1}",0.5,medium,采纳唯一最高票答案
csqa_9513,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_6770,majority_vote,,"{""B"": 2, ""A"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0149,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0681,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""To quickly evacuate crowds from amphitheaters"": 1, ""REFUTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0704,majority_vote,REFUTED,"{""SUPPORTED"": 1, ""REFUTED"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0429,majority_vote,Citizen Kane,"{""Citizen Ruth"": 1, ""Kane"": 1, ""Citizen Kane"": 2}",0.5,medium,采纳唯一最高票答案
csqa_5649,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_2128,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0179,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 3}",0.75,low,采纳唯一最高票答案
csqa_8947,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_3092,majority_vote,B,"{""B"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0079,majority_vote,,"{""There is no reasonable defense because vampires are fictional."": 1, ""There is no reasonable defense because vampires do not exist in real life."": 1, ""无"": 1, ""REFUTED"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_1570,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
fever_0066,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_8257,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0696,majority_vote,,"{""REFUTED"": 2, ""SUPPORTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_4484,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
fever_0245,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0205,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0057,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""NOWHERE"": 1, ""REFUTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_5703,majority_vote,,"{""C"": 2, ""E"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0721,majority_vote,green,"{""greenish-yellow"": 1, ""green"": 2, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0444,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0515,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""Hebrew"": 1}",0.75,low,采纳唯一最高票答案
fever_0495,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_3430,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0644,majority_vote,,"{""They run away or hide"": 1, ""They run away or lie flat against the ground to blend in."": 1, ""hide"": 1, ""SUPPORTED"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0491,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
fever_0765,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0445,majority_vote,,"{""There are no films currently banned by British censors; the BBFC classifies films but does not ban them outright."": 1, ""NOT ENOUGH INFO"": 1, ""No films are currently banned by British censors."": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0742,majority_vote,,"{""They may experience caffeine overdose symptoms like restlessness, insomnia, increased heart rate, and in severe cases, seizures or cardiac issues."": 1, ""REFUTED"": 1, ""They may experience anxiety, insomnia, rapid heartbeat, and digestive issues."": 1, ""Misconceptions"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0105,majority_vote,false,"{""false"": 2, ""REFUTED"": 1}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0741,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""salary"": 1}",0.666667,medium,采纳唯一最高票答案
csqa_8998,majority_vote,A,"{""A"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
csqa_7319,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_1559,majority_vote,E,"{""E"": 2, ""C"": 1, ""B"": 1}",0.5,medium,采纳唯一最高票答案
fever_0605,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0333,majority_vote,,"{""Chile, Uruguay, Argentina, Guyana, Brazil"": 1, ""NOT ENOUGH INFO"": 1, ""Uruguay, Chile, and Argentina"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0138,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_2730,majority_vote,C,"{""C"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
csqa_7291,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
csqa_0568,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0850,majority_vote,,"{""REFUTED"": 2, ""NOT ENOUGH INFO"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0752,majority_vote,NOT ENOUGH INFO,"{""It depends on the circumstances, but it can lead to legal consequences, dismissal, or criminal charges."": 1, ""NOT ENOUGH INFO"": 2, ""It depends on context, but lying under oath or in official reports can lead to disciplinary action, criminal charges, or dismissal."": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0183,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 3}",0.75,low,采纳唯一最高票答案
csqa_9372,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_6044,majority_vote,,"{""C"": 2, ""D"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0925,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0429,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0602,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0310,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0197,majority_vote,,"{""A few seconds to a few months"": 1, ""Several months to over a year"": 1, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_6067,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0724,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""It is not illegal to drive barefoot in the U.K., but it could be considered dangerous and may lead to prosecution if it impairs your control of the vehicle."": 1, ""It is legal and not prohibited by UK law."": 1, ""Law"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0750,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0136,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
fever_0382,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0055,majority_vote,,"{""It is moved by the participants, often unconsciously, due to the ideomotor effect."": 1, ""It moves due to the ideomotor effect"": 1, ""REFUTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
csqa_6329,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
fever_0895,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_7628,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0025,majority_vote,,"{""He was referring to allegations of financial improprieties and his involvement in the Watergate scandal."": 1, ""The accusation that he had improperly used funds from the Nixon campaign for personal expenses"": 1, ""REFUTED"": 1, ""Misquotations"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0427,majority_vote,Red Sox,"{""Red Sox"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0007,majority_vote,,"{""10%"": 1, ""100%"": 1, ""REFUTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_2871,majority_vote,E,"{""E"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
fever_0433,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0042,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1}",0.666667,medium,采纳唯一最高票答案
csqa_7691,majority_vote,,"{""E"": 2, ""A"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_6498,majority_vote,,"{""D"": 2, ""B"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_5034,majority_vote,B,"{""A"": 1, ""B"": 3}",0.75,low,采纳唯一最高票答案
fever_0690,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0600,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0530,majority_vote,,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_5435,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0788,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0339,majority_vote,NOT ENOUGH INFO,"{""Food has become more affordable in recent decades."": 1, ""Food affordability has generally improved in recent decades in America."": 1, ""NOT ENOUGH INFO"": 2}",0.5,medium,采纳唯一最高票答案
fever_0919,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0555,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0823,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
fever_0754,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_3985,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_3718,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0515,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_0966,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0576,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 4}",1.0,low,采纳唯一最高票答案
fever_0732,majority_vote,REFUTED,"{""SUPPORTED"": 1, ""REFUTED"": 3}",0.75,low,采纳唯一最高票答案
fever_0333,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0078,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_0350,majority_vote,,"{""A"": 2, ""E"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0087,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0295,majority_vote,SUPPORTED,"{""NOT ENOUGH INFO"": 1, ""SUPPORTED"": 2, ""true"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0483,majority_vote,,"{""The letters in 'NIKE' originally stood for the Greek goddess of victory, Nike."": 1, ""No meaning"": 1, ""NATIONAL INSTITUTE OF SPORTS, LIMITED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_7580,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0378,majority_vote,,"{""The word 'shit' originates from Old English 'scitte', meaning 'diarrhea', and from Proto-Germanic *skit-, ultimately from Proto-Indo-European *skheid- 'to cut, separate'."": 1, ""Old English"": 1, ""NOT ENOUGH INFO"": 1, ""Language"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0343,majority_vote,NOT ENOUGH INFO,"{""Not enough info"": 1, ""NOT ENOUGH INFO"": 2, ""About 1 in 10,000 people"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0156,majority_vote,true,"{""true"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0694,majority_vote,,"{""They used mounting blocks, ladders, or were assisted by squires."": 1, ""They used mounting blocks, stirrups, and assistance from squires or pages."": 1, ""SUPPORTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0363,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_9335,majority_vote,,"{""A"": 2, ""C"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0111,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0159,majority_vote,REFUTED,"{""REFUTED"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_8852,majority_vote,C,"{""C"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0336,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3}",1.0,low,采纳唯一最高票答案
csqa_0783,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0258,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""He will appear"": 1, ""SUPPORTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
csqa_5282,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0469,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0257,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""false"": 1, ""REFUTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_0252,majority_vote,B,"{""B"": 3, ""D"": 1}",0.75,low,采纳唯一最高票答案
fever_0828,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_4024,majority_vote,E,"{""E"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
