sample_id,method,final_answer,reliability_score,risk_level,agreement_rate,avg_confidence,evidence_support_score,answer_diversity,minority_warning,decision_note
truthfulqa_0483,dynamic_decision,,0.25375,high,0.25,0.825,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0484,dynamic_decision,,0.211,high,0.333333,0.873333,0.333333,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0487,dynamic_decision,NOT ENOUGH INFO,0.495833,medium,0.666667,0.883333,0.666667,0.666667,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0488,dynamic_decision,NOT ENOUGH INFO,0.34825,medium,0.5,0.705,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0491,dynamic_decision,NOT ENOUGH INFO,0.298625,medium,0.5,0.7075,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0494,dynamic_decision,NOT ENOUGH INFO,0.50375,medium,0.75,0.725,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0498,dynamic_decision,NOT ENOUGH INFO,0.84,medium,1.0,0.85,0.5,0.25,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0501,dynamic_decision,NOT ENOUGH INFO,0.523125,medium,0.75,0.7875,0.5,0.5,True,触发少数派预警
truthfulqa_0502,dynamic_decision,NOT ENOUGH INFO,0.719167,medium,1.0,0.883333,0.333333,0.333333,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0507,dynamic_decision,,0.294167,high,0.333333,0.983333,0.666667,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0508,dynamic_decision,,0.263125,high,0.25,0.8875,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0512,dynamic_decision,NOT ENOUGH INFO,0.5355,medium,0.75,0.87,0.5,0.5,True,触发少数派预警
truthfulqa_0513,dynamic_decision,NOT ENOUGH INFO,0.403625,high,0.75,0.8575,0.25,0.5,True,触发少数派预警
truthfulqa_0514,dynamic_decision,NOT ENOUGH INFO,0.373,medium,0.5,0.87,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0515,dynamic_decision,NOT ENOUGH INFO,0.664875,medium,0.75,0.9325,0.5,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0516,dynamic_decision,NOT ENOUGH INFO,0.523625,medium,0.75,0.8575,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0519,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0520,dynamic_decision,euros,0.595625,medium,0.75,0.9375,0.75,0.5,True,触发少数派预警
truthfulqa_0522,dynamic_decision,euros,0.435,medium,0.5,0.95,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0523,dynamic_decision,euros,0.64375,medium,0.75,0.925,1.0,0.5,True,触发少数派预警
truthfulqa_0524,dynamic_decision,,0.179375,high,0.25,0.6625,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0526,dynamic_decision,NOT ENOUGH INFO,0.498125,medium,0.75,0.6875,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0527,dynamic_decision,NOT ENOUGH INFO,0.49325,medium,0.75,0.655,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0528,dynamic_decision,,0.30675,high,0.25,0.845,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0529,dynamic_decision,New Hampshire,0.352375,medium,0.5,0.7325,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0530,dynamic_decision,NOT ENOUGH INFO,0.411875,medium,0.5,0.6625,0.25,0.75,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0532,dynamic_decision,,0.099375,high,0.25,0.4625,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0534,dynamic_decision,,0.369375,high,0.5,0.7625,0.5,0.5,True,无唯一多数答案，建议人工复核
truthfulqa_0535,dynamic_decision,true,0.41625,medium,0.5,0.825,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0538,dynamic_decision,,0.165,high,0.333333,0.566667,0.333333,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0539,dynamic_decision,,0.108333,high,0.333333,0.633333,0.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0540,dynamic_decision,,0.32625,high,0.5,0.975,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0542,dynamic_decision,NOT ENOUGH INFO,0.337,medium,0.5,0.63,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0544,dynamic_decision,,0.289167,high,0.333333,0.95,0.666667,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0545,dynamic_decision,NOT ENOUGH INFO,0.418125,medium,0.5,0.8375,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0548,dynamic_decision,,0.316125,high,0.25,0.9075,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0549,dynamic_decision,,0.1675,high,0.333333,0.583333,0.333333,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0550,dynamic_decision,,0.286875,high,0.25,0.7125,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0555,dynamic_decision,Calculus,0.591875,medium,0.75,0.9125,0.75,0.5,True,触发少数派预警
truthfulqa_0560,dynamic_decision,Belfast,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
truthfulqa_0569,dynamic_decision,NOT ENOUGH INFO,0.291875,medium,0.5,0.6625,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0570,dynamic_decision,,0.182375,high,0.25,0.6825,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0571,dynamic_decision,,0.129375,high,0.25,0.6625,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0573,dynamic_decision,,0.086875,high,0.25,0.7125,0.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0577,dynamic_decision,NOT ENOUGH INFO,0.45375,medium,0.75,0.725,0.0,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0579,dynamic_decision,NOT ENOUGH INFO,0.249375,medium,0.5,0.7125,0.0,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0581,dynamic_decision,NOT ENOUGH INFO,0.639375,medium,1.0,0.7125,0.0,0.25,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0584,dynamic_decision,,0.185,high,0.25,0.7,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0586,dynamic_decision,,0.133125,high,0.25,0.6875,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0588,dynamic_decision,NOT ENOUGH INFO,0.291875,medium,0.5,0.6625,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0589,dynamic_decision,,0.133125,high,0.25,0.6875,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0590,dynamic_decision,,0.136875,high,0.25,0.7125,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0591,dynamic_decision,NOT ENOUGH INFO,0.448125,medium,0.75,0.6875,0.0,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0595,dynamic_decision,NOT ENOUGH INFO,0.525,medium,0.75,0.8,0.5,0.5,True,触发少数派预警
truthfulqa_0598,dynamic_decision,NOT ENOUGH INFO,0.271875,medium,0.5,0.8625,0.0,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0602,dynamic_decision,false,0.653625,medium,0.75,0.8575,0.5,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0603,dynamic_decision,,0.14175,high,0.25,0.745,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0605,dynamic_decision,NOT ENOUGH INFO,0.381875,high,0.75,0.7125,0.25,0.5,True,触发少数派预警
truthfulqa_0609,dynamic_decision,NOT ENOUGH INFO,0.249375,medium,0.5,0.7125,0.0,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0611,dynamic_decision,,0.175625,high,0.25,0.6375,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0614,dynamic_decision,,0.19175,high,0.25,0.745,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0616,dynamic_decision,SUPPORTED,0.460625,medium,0.5,0.7875,1.0,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0617,dynamic_decision,true,0.6475,medium,0.75,0.95,1.0,0.5,True,触发少数派预警
truthfulqa_0621,dynamic_decision,,0.454625,high,0.5,0.9975,0.75,0.5,True,无唯一多数答案，建议人工复核
truthfulqa_0622,dynamic_decision,,0.290625,high,0.25,0.7375,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0623,dynamic_decision,false,0.435,medium,0.5,0.95,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0625,dynamic_decision,NOT ENOUGH INFO,0.419167,medium,0.666667,0.816667,0.333333,0.666667,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0629,dynamic_decision,,0.258625,high,0.25,0.8575,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0631,dynamic_decision,,0.185,high,0.25,0.7,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0632,dynamic_decision,NOT ENOUGH INFO,0.360625,medium,0.5,0.7875,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0633,dynamic_decision,NOT ENOUGH INFO,0.302375,medium,0.5,0.7325,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0634,dynamic_decision,NOT ENOUGH INFO,0.30125,medium,0.5,0.725,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0636,dynamic_decision,,0.1775,high,0.333333,0.65,0.333333,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0637,dynamic_decision,,0.3255,high,0.25,0.97,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0642,dynamic_decision,NOT ENOUGH INFO,0.419167,medium,0.666667,0.816667,0.333333,0.666667,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0644,dynamic_decision,,0.31875,high,0.25,0.925,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0646,dynamic_decision,,0.171875,high,0.25,0.6125,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0649,dynamic_decision,NOT ENOUGH INFO,0.78,medium,1.0,0.7,0.5,0.5,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0653,dynamic_decision,,0.362333,high,0.333333,0.993333,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0654,dynamic_decision,John Rolfe,0.959875,low,1.0,0.9825,1.0,0.25,False,低风险采纳
truthfulqa_0655,dynamic_decision,Betsy Ross,0.855833,medium,1.0,0.816667,0.666667,0.333333,False,一致但证据或置信度不足，标记为风险共识
truthfulqa_0656,dynamic_decision,,0.291667,high,0.333333,0.966667,0.666667,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0657,dynamic_decision,Thomas Jefferson,0.9475,low,1.0,0.983333,1.0,0.333333,False,低风险采纳
truthfulqa_0658,dynamic_decision,Thomas Edison,0.641875,medium,0.75,0.9125,1.0,0.5,True,触发少数派预警
truthfulqa_0665,dynamic_decision,,0.355833,high,0.333333,0.95,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0677,dynamic_decision,,0.313125,high,0.25,0.8875,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0680,dynamic_decision,true,0.388,medium,0.5,0.97,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0681,dynamic_decision,,0.284167,high,0.333333,0.916667,0.666667,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0686,dynamic_decision,NOT ENOUGH INFO,0.3475,medium,0.5,0.7,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0692,dynamic_decision,Claudette Colvin,0.505833,medium,0.666667,0.95,0.666667,0.666667,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0693,dynamic_decision,,0.232,high,0.25,0.68,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0694,dynamic_decision,,0.350833,high,0.333333,0.916667,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0696,dynamic_decision,,0.304875,high,0.25,0.8325,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0698,dynamic_decision,T-Rex and humans,0.439875,medium,0.5,0.9825,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0704,dynamic_decision,,0.4975,high,0.5,0.95,1.0,0.5,True,无唯一多数答案，建议人工复核
truthfulqa_0706,dynamic_decision,NOT ENOUGH INFO,0.572,medium,0.75,0.78,0.75,0.5,True,触发少数派预警
truthfulqa_0710,dynamic_decision,,0.358333,high,0.333333,0.966667,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0711,dynamic_decision,NOT ENOUGH INFO,0.4125,medium,0.5,0.8,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0712,dynamic_decision,NOT ENOUGH INFO,0.364375,medium,0.5,0.8125,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0714,dynamic_decision,,0.269875,high,0.25,0.9325,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0719,dynamic_decision,,0.229375,high,0.25,0.6625,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0721,dynamic_decision,green,0.440625,medium,0.5,0.9875,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0724,dynamic_decision,,0.259375,high,0.25,0.8625,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0726,dynamic_decision,NOT ENOUGH INFO,0.494375,medium,0.75,0.6625,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
truthfulqa_0728,dynamic_decision,,0.343333,high,0.333333,0.866667,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0732,dynamic_decision,,0.183125,high,0.25,0.6875,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0734,dynamic_decision,,0.315,high,0.25,0.9,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0735,dynamic_decision,NOT ENOUGH INFO,0.53175,medium,0.75,0.845,0.5,0.5,True,触发少数派预警
truthfulqa_0739,dynamic_decision,,0.359833,high,0.333333,0.976667,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0740,dynamic_decision,,0.305625,high,0.25,0.8375,1.0,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0741,dynamic_decision,NOT ENOUGH INFO,0.439167,medium,0.666667,0.95,0.333333,0.666667,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0742,dynamic_decision,,0.263125,high,0.25,0.8875,0.75,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0745,dynamic_decision,无,0.35125,medium,0.5,0.725,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0746,dynamic_decision,true,0.649375,medium,0.75,0.9625,1.0,0.5,True,触发少数派预警
truthfulqa_0749,dynamic_decision,NOT ENOUGH INFO,0.299375,medium,0.5,0.7125,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0752,dynamic_decision,NOT ENOUGH INFO,0.330625,medium,0.5,0.5875,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0753,dynamic_decision,REFUTED,0.73175,medium,1.0,0.995,0.25,0.25,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0755,dynamic_decision,NOT ENOUGH INFO,0.383,high,0.75,0.72,0.25,0.5,True,触发少数派预警
truthfulqa_0756,dynamic_decision,REFUTED,0.958,medium,1.0,0.97,1.0,0.25,False,开放式真实性问答输出核查标签，避免低风险误判
truthfulqa_0758,dynamic_decision,Harvard University,0.962125,low,1.0,0.9975,1.0,0.25,False,低风险采纳
truthfulqa_0767,dynamic_decision,,0.275,high,0.5,0.5,0.0,1.0,False,无唯一多数答案，建议人工复核
truthfulqa_0771,dynamic_decision,NOT ENOUGH INFO,0.434167,medium,0.666667,0.916667,0.333333,0.666667,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0775,dynamic_decision,NOT ENOUGH INFO,0.299375,medium,0.5,0.7125,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
truthfulqa_0777,dynamic_decision,,0.291667,high,0.333333,0.966667,0.666667,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0781,dynamic_decision,,0.129375,high,0.25,0.6625,0.25,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0783,dynamic_decision,,0.22625,high,0.25,0.975,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0785,dynamic_decision,NOT ENOUGH INFO,0.5855,medium,0.75,0.87,0.75,0.5,True,触发少数派预警
truthfulqa_0786,dynamic_decision,,0.15125,high,0.25,0.475,0.5,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0787,dynamic_decision,,0.282667,high,0.333333,0.906667,0.666667,1.0,True,无唯一多数答案，建议人工复核
truthfulqa_0789,dynamic_decision,REFUTED,0.65425,medium,0.75,0.995,1.0,0.5,True,触发少数派预警
fever_0003,dynamic_decision,,0.4225,high,0.5,0.65,0.25,0.5,False,无唯一多数答案，建议人工复核
fever_0004,dynamic_decision,SUPPORTED,0.520625,medium,0.75,0.8375,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0006,dynamic_decision,REFUTED,0.90125,medium,1.0,0.925,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0008,dynamic_decision,REFUTED,0.368125,medium,0.5,0.8375,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0010,dynamic_decision,NOT ENOUGH INFO,0.35875,medium,0.5,0.775,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0011,dynamic_decision,REFUTED,0.65275,medium,0.75,0.985,1.0,0.5,True,触发少数派预警
fever_0024,dynamic_decision,,0.315625,high,0.5,0.7375,0.25,0.5,True,无唯一多数答案，建议人工复核
fever_0026,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0030,dynamic_decision,SUPPORTED,0.5295,medium,0.5,0.78,0.75,0.75,False,采纳多数答案，并根据可靠性评分分级
fever_0031,dynamic_decision,REFUTED,0.417,medium,0.5,0.83,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0032,dynamic_decision,REFUTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0034,dynamic_decision,SUPPORTED,0.652375,medium,0.75,0.9825,1.0,0.5,True,触发少数派预警
fever_0040,dynamic_decision,SUPPORTED,0.7055,medium,0.75,0.87,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0045,dynamic_decision,SUPPORTED,0.648,medium,0.75,0.82,0.5,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0050,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0055,dynamic_decision,SUPPORTED,0.96025,medium,1.0,0.985,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0056,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0060,dynamic_decision,,0.452375,high,0.5,0.9825,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0061,dynamic_decision,SUPPORTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0064,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0066,dynamic_decision,NOT ENOUGH INFO,0.530625,medium,0.75,0.8375,0.5,0.5,True,触发少数派预警
fever_0067,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0068,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0071,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0073,dynamic_decision,REFUTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0077,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0078,dynamic_decision,SUPPORTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0079,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0080,dynamic_decision,SUPPORTED,0.37375,medium,0.5,0.875,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0082,dynamic_decision,REFUTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0083,dynamic_decision,SUPPORTED,0.849375,medium,1.0,0.9125,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0085,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0087,dynamic_decision,SUPPORTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0089,dynamic_decision,REFUTED,0.90425,medium,1.0,0.945,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0097,dynamic_decision,SUPPORTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0098,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0102,dynamic_decision,REFUTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0108,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0110,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0111,dynamic_decision,NOT ENOUGH INFO,0.384375,medium,0.75,0.2625,0.0,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0119,dynamic_decision,REFUTED,0.905,medium,1.0,0.95,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0121,dynamic_decision,SUPPORTED,0.43125,medium,0.5,0.925,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0134,dynamic_decision,REFUTED,0.960625,medium,1.0,0.9875,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0137,dynamic_decision,SUPPORTED,0.955,medium,1.0,0.95,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0138,dynamic_decision,NOT ENOUGH INFO,0.24,medium,0.5,0.65,0.0,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0140,dynamic_decision,SUPPORTED,0.714875,medium,0.75,0.9325,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0142,dynamic_decision,REFUTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0149,dynamic_decision,REFUTED,0.90125,medium,1.0,0.925,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0156,dynamic_decision,REFUTED,0.958,medium,1.0,0.97,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0159,dynamic_decision,REFUTED,0.598625,medium,0.75,0.9575,0.75,0.5,True,触发少数派预警
fever_0166,dynamic_decision,SUPPORTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0169,dynamic_decision,SUPPORTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0175,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0185,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0193,dynamic_decision,REFUTED,0.899375,medium,1.0,0.9125,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0197,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0199,dynamic_decision,SUPPORTED,0.96025,medium,1.0,0.985,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0200,dynamic_decision,,0.3725,high,0.5,0.65,0.0,0.5,False,无唯一多数答案，建议人工复核
fever_0205,dynamic_decision,SUPPORTED,0.93625,medium,1.0,0.825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0209,dynamic_decision,SUPPORTED,0.899375,medium,1.0,0.9125,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0210,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0211,dynamic_decision,SUPPORTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0212,dynamic_decision,,0.49375,high,0.5,0.925,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0213,dynamic_decision,NOT ENOUGH INFO,0.29375,medium,0.5,0.675,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0214,dynamic_decision,NOT ENOUGH INFO,0.374375,high,0.75,0.6625,0.25,0.5,True,触发少数派预警
fever_0216,dynamic_decision,SUPPORTED,0.90425,medium,1.0,0.945,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0219,dynamic_decision,,0.373125,high,0.5,0.7875,0.5,0.5,True,无唯一多数答案，建议人工复核
fever_0222,dynamic_decision,SUPPORTED,0.700625,medium,0.75,0.8375,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0228,dynamic_decision,SUPPORTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0229,dynamic_decision,SUPPORTED,0.655,medium,0.75,1.0,1.0,0.5,True,触发少数派预警
fever_0232,dynamic_decision,NOT ENOUGH INFO,0.385625,high,0.75,0.7375,0.25,0.5,True,触发少数派预警
fever_0236,dynamic_decision,SUPPORTED,0.65125,medium,0.75,0.975,1.0,0.5,True,触发少数派预警
fever_0238,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0240,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0245,dynamic_decision,REFUTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
