sample_id,risk_labels,majority_answer,correct_models,incorrect_models,majority_is_correct
fever_0766,high_disagreement,,0,0,False
fever_0767,high_disagreement,,0,0,False
fever_0768,true_consensus;confidence_mismatch,REFUTED,3,1,True
fever_0769,high_disagreement,,0,0,False
fever_0770,high_disagreement,,0,0,False
fever_0771,high_disagreement,,0,0,False
fever_0772,high_disagreement,,0,0,False
fever_0773,high_disagreement,,0,0,False
fever_0774,high_disagreement,,0,0,False
fever_0775,high_disagreement,,0,0,False
fever_0776,high_disagreement,,0,0,False
fever_0777,high_disagreement,,0,0,False
fever_0778,true_consensus;confidence_mismatch,NOT ENOUGH INFO,2,2,True
fever_0779,true_consensus,SUPPORTED,4,0,True
fever_0780,high_disagreement,,0,0,False
fever_0781,high_disagreement,,0,0,False
fever_0782,high_disagreement,,0,0,False
fever_0783,high_disagreement,,0,0,False
fever_0784,true_consensus,REFUTED,4,0,True
fever_0785,high_disagreement,,0,0,False
fever_0786,high_disagreement,,0,0,False
fever_0787,high_disagreement,,0,0,False
fever_0788,true_consensus,SUPPORTED,3,1,True
fever_0789,high_disagreement,,0,0,False
fever_0790,true_consensus,SUPPORTED,4,0,True
fever_0791,high_disagreement,,0,0,False
fever_0792,high_disagreement,,0,0,False
fever_0793,high_disagreement,,0,0,False
fever_0794,high_disagreement,,0,0,False
fever_0795,high_disagreement,,0,0,False
fever_0796,high_disagreement,,0,0,False
fever_0797,true_consensus,SUPPORTED,4,0,True
fever_0798,true_consensus,SUPPORTED,4,0,True
fever_0799,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0800,true_consensus;confidence_mismatch,SUPPORTED,2,2,True
fever_0801,true_consensus;confidence_mismatch,SUPPORTED,3,1,True
fever_0802,high_disagreement,,0,0,False
fever_0803,false_consensus;minority_correct;confidence_mismatch,REFUTED,1,3,False
fever_0804,high_disagreement,,0,0,False
fever_0805,high_disagreement,,0,0,False
fever_0806,high_disagreement,,0,0,False
fever_0807,high_disagreement,,0,0,False
fever_0808,high_disagreement,,0,0,False
fever_0809,high_disagreement,,0,0,False
fever_0810,high_disagreement,,0,0,False
fever_0811,true_consensus,REFUTED,4,0,True
fever_0812,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0813,high_disagreement,,0,0,False
fever_0814,high_disagreement,,0,0,False
fever_0815,high_disagreement,,0,0,False
fever_0816,high_disagreement,,0,0,False
fever_0817,high_disagreement;confidence_mismatch,REFUTED,0,4,False
fever_0818,high_disagreement,,0,0,False
fever_0819,high_disagreement,,0,0,False
fever_0820,high_disagreement,,0,0,False
fever_0821,true_consensus,REFUTED,4,0,True
fever_0822,high_disagreement,,0,0,False
fever_0823,true_consensus,SUPPORTED,3,1,True
fever_0824,high_disagreement,SUPPORTED,2,2,True
fever_0825,true_consensus,SUPPORTED,4,0,True
fever_0826,high_disagreement,,0,0,False
fever_0827,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0828,true_consensus,REFUTED,4,0,True
fever_0829,high_disagreement,,0,0,False
fever_0830,true_consensus,SUPPORTED,4,0,True
fever_0831,high_disagreement,,0,0,False
fever_0832,high_disagreement,,0,0,False
fever_0833,high_disagreement,,0,0,False
fever_0834,high_disagreement,,0,0,False
fever_0835,high_disagreement,,0,0,False
fever_0836,high_disagreement,,0,0,False
fever_0837,true_consensus,REFUTED,4,0,True
fever_0838,false_consensus;minority_correct;confidence_mismatch,REFUTED,1,3,False
fever_0839,high_disagreement,,0,0,False
fever_0840,high_disagreement,,0,0,False
fever_0841,high_disagreement,,0,0,False
fever_0842,high_disagreement,,0,0,False
fever_0843,high_disagreement,,0,0,False
fever_0844,high_disagreement,,0,0,False
fever_0845,high_disagreement,,0,0,False
fever_0846,true_consensus;confidence_mismatch,SUPPORTED,3,1,True
fever_0847,high_disagreement,,0,0,False
fever_0848,high_disagreement,,0,0,False
fever_0849,high_disagreement,,0,0,False
fever_0850,high_disagreement;confidence_mismatch,REFUTED,2,2,False
fever_0851,high_disagreement,,0,0,False
fever_0852,high_disagreement,,0,0,False
fever_0853,high_disagreement,,0,0,False
fever_0854,high_disagreement,,0,0,False
fever_0855,high_disagreement,,0,0,False
fever_0856,high_disagreement,,0,0,False
fever_0857,high_disagreement,,0,0,False
fever_0858,high_disagreement,,0,0,False
fever_0859,high_disagreement,,0,0,False
fever_0860,high_disagreement;confidence_mismatch,REFUTED,2,2,False
fever_0861,high_disagreement,,0,0,False
fever_0862,high_disagreement,,0,0,False
fever_0863,high_disagreement,,0,0,False
fever_0864,high_disagreement,,0,0,False
fever_0865,high_disagreement,,0,0,False
fever_0866,true_consensus;confidence_mismatch,SUPPORTED,3,1,True
fever_0867,high_disagreement;confidence_mismatch,REFUTED,2,2,False
fever_0868,true_consensus,SUPPORTED,4,0,True
fever_0869,false_consensus;confidence_mismatch,SUPPORTED,0,4,False
fever_0870,high_disagreement,,0,0,False
fever_0871,high_disagreement,,0,0,False
fever_0872,high_disagreement,,0,0,False
fever_0873,high_disagreement,,0,0,False
fever_0874,high_disagreement,,0,0,False
fever_0875,high_disagreement,,0,0,False
fever_0876,high_disagreement,,0,0,False
fever_0877,high_disagreement,,0,0,False
fever_0878,high_disagreement,,0,0,False
fever_0879,high_disagreement,,0,0,False
fever_0880,high_disagreement;confidence_mismatch,REFUTED,0,4,False
fever_0881,high_disagreement,,0,0,False
fever_0882,high_disagreement,,0,0,False
fever_0883,high_disagreement,,0,0,False
fever_0884,false_consensus;confidence_mismatch,NOT ENOUGH INFO,0,4,False
fever_0885,true_consensus,SUPPORTED,4,0,True
fever_0886,high_disagreement,,0,0,False
fever_0887,high_disagreement,,0,0,False
fever_0888,high_disagreement,,0,0,False
fever_0889,high_disagreement,,0,0,False
fever_0890,high_disagreement,,0,0,False
fever_0891,high_disagreement,,0,0,False
fever_0892,high_disagreement,,0,0,False
fever_0893,true_consensus,REFUTED,4,0,True
fever_0894,high_disagreement;confidence_mismatch,SUPPORTED,2,2,True
fever_0895,true_consensus,SUPPORTED,4,0,True
fever_0896,high_disagreement,,0,0,False
fever_0897,high_disagreement;confidence_mismatch,SUPPORTED,2,2,True
fever_0898,high_disagreement,,0,0,False
fever_0899,high_disagreement,,0,0,False
fever_0900,true_consensus,SUPPORTED,4,0,True
fever_0901,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0902,true_consensus,REFUTED,4,0,True
fever_0903,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0904,high_disagreement,,0,0,False
fever_0905,true_consensus,SUPPORTED,4,0,True
fever_0906,high_disagreement,,0,0,False
fever_0907,high_disagreement,,0,0,False
fever_0908,true_consensus,SUPPORTED,4,0,True
fever_0909,high_disagreement,,0,0,False
fever_0910,high_disagreement,,0,0,False
fever_0911,high_disagreement,,0,0,False
fever_0912,high_disagreement,,0,0,False
fever_0913,high_disagreement,,0,0,False
fever_0914,high_disagreement,,0,0,False
fever_0915,true_consensus,SUPPORTED,4,0,True
fever_0916,high_disagreement,,0,0,False
fever_0917,false_consensus;minority_correct;confidence_mismatch,NOT ENOUGH INFO,1,3,False
fever_0918,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0919,false_consensus;confidence_mismatch,SUPPORTED,0,4,False
fever_0920,high_disagreement,,0,0,False
fever_0921,high_disagreement,,0,0,False
fever_0922,high_disagreement,,0,0,False
fever_0923,true_consensus,SUPPORTED,4,0,True
fever_0924,high_disagreement,,0,0,False
fever_0925,true_consensus,SUPPORTED,4,0,True
fever_0926,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0927,high_disagreement,,0,0,False
fever_0928,high_disagreement,,0,0,False
fever_0929,high_disagreement,,0,0,False
fever_0930,high_disagreement,,0,0,False
fever_0931,high_disagreement,,0,0,False
fever_0932,high_disagreement,,0,0,False
fever_0933,high_disagreement,,0,0,False
fever_0934,high_disagreement,,0,0,False
fever_0935,true_consensus,SUPPORTED,4,0,True
fever_0936,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0937,true_consensus;confidence_mismatch,SUPPORTED,3,1,True
fever_0938,high_disagreement,,0,0,False
fever_0939,true_consensus,SUPPORTED,4,0,True
fever_0940,high_disagreement,,0,0,False
fever_0941,high_disagreement,,0,0,False
fever_0942,true_consensus;confidence_mismatch,NOT ENOUGH INFO,3,1,True
fever_0943,true_consensus;confidence_mismatch,SUPPORTED,2,2,True
fever_0944,high_disagreement,,0,0,False
fever_0945,high_disagreement,,0,0,False
fever_0946,high_disagreement,,0,0,False
fever_0947,true_consensus,SUPPORTED,4,0,True
fever_0948,true_consensus,SUPPORTED,4,0,True
fever_0949,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_0950,true_consensus,SUPPORTED,4,0,True
fever_0951,true_consensus,REFUTED,3,1,True
fever_0952,high_disagreement,,0,0,False
fever_0953,high_disagreement,,0,0,False
fever_0954,high_disagreement,,0,0,False
fever_0955,high_disagreement,,0,0,False
fever_0956,high_disagreement,,0,0,False
fever_0957,high_disagreement,,0,0,False
fever_0958,high_disagreement,,0,0,False
fever_0959,high_disagreement,,0,0,False
fever_0960,true_consensus,REFUTED,4,0,True
fever_0961,high_disagreement,,0,0,False
fever_0962,high_disagreement,,0,0,False
fever_0963,high_disagreement,,0,0,False
fever_0964,true_consensus,SUPPORTED,4,0,True
fever_0965,high_disagreement,,0,0,False
fever_0966,high_disagreement,,0,0,False
fever_0967,high_disagreement,,0,0,False
fever_0968,high_disagreement,,0,0,False
fever_0969,high_disagreement,,0,0,False
fever_0970,high_disagreement,,0,0,False
fever_0971,high_disagreement,,0,0,False
fever_0972,high_disagreement,,0,0,False
fever_0973,high_disagreement,,0,0,False
fever_0974,true_consensus,SUPPORTED,4,0,True
fever_0975,true_consensus,SUPPORTED,4,0,True
fever_0976,high_disagreement;confidence_mismatch,REFUTED,2,2,False
fever_0977,high_disagreement,,0,0,False
fever_0978,true_consensus,REFUTED,3,1,True
fever_0979,true_consensus;confidence_mismatch,SUPPORTED,3,1,True
fever_0980,high_disagreement,,0,0,False
fever_0981,high_disagreement,,0,0,False
fever_0982,high_disagreement,,0,0,False
fever_0983,high_disagreement,,0,0,False
fever_0984,high_disagreement,,0,0,False
fever_0985,high_disagreement,,0,0,False
fever_0986,true_consensus,SUPPORTED,4,0,True
fever_0987,true_consensus,REFUTED,4,0,True
fever_0988,high_disagreement,,0,0,False
fever_0989,high_disagreement,,0,0,False
fever_0990,true_consensus,SUPPORTED,3,1,True
fever_0991,high_disagreement,,0,0,False
fever_0992,true_consensus,REFUTED,4,0,True
fever_0993,high_disagreement,,0,0,False
fever_0994,high_disagreement,,0,0,False
fever_0995,true_consensus,REFUTED,4,0,True
fever_0996,true_consensus;confidence_mismatch,NOT ENOUGH INFO,3,1,True
fever_0997,high_disagreement,,0,0,False
fever_0998,high_disagreement,,0,0,False
fever_0999,false_consensus;confidence_mismatch,REFUTED,0,4,False
fever_1000,high_disagreement,,0,0,False
csqa_0001,high_disagreement,,0,0,False
csqa_0002,high_disagreement,,0,0,False
csqa_0003,high_disagreement,,0,0,False
csqa_0004,true_consensus,D,4,0,True
csqa_0005,high_disagreement,,0,0,False
csqa_0006,high_disagreement,,0,0,False
csqa_0007,high_disagreement,,0,0,False
csqa_0008,high_disagreement,,0,0,False
csqa_0009,high_disagreement,,0,0,False
csqa_0010,high_disagreement,,0,0,False
csqa_0011,high_disagreement,,0,0,False
csqa_0012,high_disagreement,,0,0,False
csqa_0013,high_disagreement,,0,0,False
csqa_0014,high_disagreement,,0,0,False
csqa_0015,high_disagreement,,0,0,False
csqa_0016,high_disagreement,,0,0,False
csqa_0017,high_disagreement,,0,0,False
csqa_0018,high_disagreement,,0,0,False
csqa_0019,high_disagreement,,0,0,False
csqa_0020,high_disagreement,,0,0,False
csqa_0021,high_disagreement,,0,0,False
csqa_0022,high_disagreement,,0,0,False
csqa_0023,high_disagreement,,0,0,False
csqa_0024,high_disagreement,,0,0,False
csqa_0025,high_disagreement,,0,0,False
csqa_0026,high_disagreement,,0,0,False
csqa_0027,high_disagreement,,0,0,False
csqa_0028,high_disagreement,,0,0,False
csqa_0029,high_disagreement,,0,0,False
csqa_0030,high_disagreement,,0,0,False
csqa_0031,high_disagreement,,0,0,False
csqa_0032,high_disagreement,,0,0,False
csqa_0033,high_disagreement,,0,0,False
csqa_0034,high_disagreement,,0,0,False
csqa_0035,high_disagreement,,0,0,False
csqa_0036,high_disagreement,,0,0,False
csqa_0037,high_disagreement,,0,0,False
csqa_0038,high_disagreement,,0,0,False
csqa_0039,high_disagreement,,0,0,False
csqa_0040,true_consensus,D,4,0,True
csqa_0041,high_disagreement,,0,0,False
csqa_0042,high_disagreement,,0,0,False
csqa_0043,high_disagreement,,0,0,False
csqa_0044,high_disagreement,,0,0,False
csqa_0045,high_disagreement,,0,0,False
csqa_0046,high_disagreement,,0,0,False
csqa_0047,high_disagreement,,0,0,False
csqa_0048,high_disagreement,,0,0,False
csqa_0049,high_disagreement,,0,0,False
csqa_0050,high_disagreement,,0,0,False
csqa_0051,high_disagreement,,0,0,False
csqa_0052,high_disagreement,,0,0,False
csqa_0053,high_disagreement,,0,0,False
csqa_0054,high_disagreement,,0,0,False
csqa_0055,high_disagreement,,0,0,False
csqa_0056,high_disagreement,,0,0,False
csqa_0057,high_disagreement,,0,0,False
csqa_0058,high_disagreement,,0,0,False
csqa_0059,high_disagreement,,0,0,False
csqa_0060,high_disagreement,,0,0,False
csqa_0061,high_disagreement,,0,0,False
csqa_0062,high_disagreement,,0,0,False
csqa_0063,high_disagreement,,0,0,False
csqa_0064,high_disagreement,,0,0,False
csqa_0065,high_disagreement,,0,0,False
csqa_0066,high_disagreement,,0,0,False
csqa_0067,high_disagreement,,0,0,False
csqa_0068,high_disagreement,,0,0,False
csqa_0069,high_disagreement,,0,0,False
csqa_0070,high_disagreement,,0,0,False
csqa_0071,high_disagreement,,0,0,False
csqa_0072,high_disagreement,,0,0,False
csqa_0073,high_disagreement,,0,0,False
csqa_0074,high_disagreement,,0,0,False
csqa_0075,high_disagreement,,0,0,False
csqa_0076,high_disagreement,,0,0,False
csqa_0077,high_disagreement,,0,0,False
csqa_0078,high_disagreement,,0,0,False
csqa_0079,high_disagreement,,0,0,False
csqa_0080,high_disagreement,,0,0,False
csqa_0081,high_disagreement,,0,0,False
csqa_0082,high_disagreement,,0,0,False
csqa_0083,high_disagreement,,0,0,False
csqa_0084,high_disagreement,,0,0,False
csqa_0085,high_disagreement,,0,0,False
csqa_0086,high_disagreement,,0,0,False
csqa_0087,high_disagreement,,0,0,False
csqa_0088,high_disagreement,,0,0,False
csqa_0089,high_disagreement,,0,0,False
csqa_0090,high_disagreement,,0,0,False
csqa_0091,high_disagreement,,0,0,False
csqa_0092,high_disagreement,,0,0,False
csqa_0093,true_consensus,C,4,0,True
csqa_0094,high_disagreement,,0,0,False
csqa_0095,high_disagreement,,0,0,False
csqa_0096,high_disagreement,,0,0,False
csqa_0097,true_consensus;confidence_mismatch,B,3,1,True
csqa_0098,high_disagreement,,0,0,False
csqa_0099,high_disagreement,,0,0,False
csqa_0100,high_disagreement,,0,0,False
csqa_0101,high_disagreement,,0,0,False
csqa_0102,high_disagreement,,0,0,False
csqa_0103,high_disagreement,,0,0,False
csqa_0104,high_disagreement,,0,0,False
csqa_0105,high_disagreement,,0,0,False
csqa_0106,high_disagreement,,0,0,False
csqa_0107,high_disagreement,,0,0,False
csqa_0108,high_disagreement,,0,0,False
csqa_0109,high_disagreement,,0,0,False
csqa_0110,high_disagreement,,0,0,False
csqa_0111,high_disagreement,,0,0,False
csqa_0112,high_disagreement,,0,0,False
csqa_0113,high_disagreement,,0,0,False
csqa_0114,high_disagreement,,0,0,False
csqa_0115,high_disagreement,,0,0,False
csqa_0116,high_disagreement,,0,0,False
csqa_0117,high_disagreement,,0,0,False
csqa_0118,high_disagreement,,0,0,False
csqa_0119,high_disagreement,,0,0,False
csqa_0120,true_consensus,B,4,0,True
csqa_0121,high_disagreement,,0,0,False
csqa_0122,high_disagreement,,0,0,False
csqa_0123,high_disagreement,,0,0,False
csqa_0124,high_disagreement,,0,0,False
csqa_0125,high_disagreement,,0,0,False
csqa_0126,high_disagreement,,0,0,False
csqa_0127,high_disagreement,,0,0,False
csqa_0128,high_disagreement,,0,0,False
csqa_0129,high_disagreement,,0,0,False
csqa_0130,high_disagreement,,0,0,False
csqa_0131,high_disagreement,,0,0,False
csqa_0132,high_disagreement,,0,0,False
csqa_0133,high_disagreement,,0,0,False
csqa_0134,high_disagreement,,0,0,False
csqa_0135,high_disagreement,,0,0,False
csqa_0136,high_disagreement,,0,0,False
csqa_0137,high_disagreement,,0,0,False
csqa_0138,high_disagreement,,0,0,False
csqa_0139,high_disagreement,,0,0,False
csqa_0140,high_disagreement,,0,0,False
csqa_0141,high_disagreement,,0,0,False
csqa_0142,high_disagreement,,0,0,False
csqa_0143,high_disagreement,,0,0,False
csqa_0144,high_disagreement,,0,0,False
csqa_0145,high_disagreement,,0,0,False
csqa_0146,high_disagreement,,0,0,False
csqa_0147,high_disagreement,,0,0,False
csqa_0148,high_disagreement,,0,0,False
csqa_0149,high_disagreement,,0,0,False
csqa_0150,high_disagreement,,0,0,False
csqa_0151,high_disagreement,,0,0,False
csqa_0152,high_disagreement,,0,0,False
csqa_0153,high_disagreement,,0,0,False
csqa_0154,high_disagreement,,0,0,False
csqa_0155,high_disagreement,,0,0,False
csqa_0156,high_disagreement,,0,0,False
csqa_0157,high_disagreement,,0,0,False
csqa_0158,high_disagreement,,0,0,False
csqa_0159,high_disagreement,,0,0,False
csqa_0160,high_disagreement,,0,0,False
csqa_0161,high_disagreement,,0,0,False
csqa_0162,high_disagreement,,0,0,False
csqa_0163,high_disagreement,,0,0,False
csqa_0164,high_disagreement,,0,0,False
csqa_0165,high_disagreement,,0,0,False
csqa_0166,high_disagreement,,0,0,False
csqa_0167,high_disagreement,,0,0,False
csqa_0168,high_disagreement,,0,0,False
csqa_0169,high_disagreement,,0,0,False
csqa_0170,high_disagreement,,0,0,False
csqa_0171,high_disagreement,,0,0,False
csqa_0172,high_disagreement,,0,0,False
csqa_0173,high_disagreement,,0,0,False
csqa_0174,high_disagreement,,0,0,False
csqa_0175,high_disagreement,,0,0,False
csqa_0176,high_disagreement,,0,0,False
csqa_0177,high_disagreement,,0,0,False
csqa_0178,high_disagreement,,0,0,False
csqa_0179,high_disagreement,,0,0,False
csqa_0180,high_disagreement,,0,0,False
csqa_0181,high_disagreement,,0,0,False
csqa_0182,high_disagreement,,0,0,False
csqa_0183,high_disagreement,,0,0,False
csqa_0184,high_disagreement,,0,0,False
csqa_0185,high_disagreement,,0,0,False
csqa_0186,high_disagreement,,0,0,False
csqa_0187,high_disagreement,,0,0,False
csqa_0188,high_disagreement,,0,0,False
csqa_0189,high_disagreement,,0,0,False
csqa_0190,high_disagreement,,0,0,False
csqa_0191,high_disagreement,,0,0,False
csqa_0192,high_disagreement,,0,0,False
csqa_0193,high_disagreement,,0,0,False
csqa_0194,high_disagreement,,0,0,False
csqa_0195,high_disagreement,,0,0,False
csqa_0196,high_disagreement,,0,0,False
csqa_0197,high_disagreement,,0,0,False
csqa_0198,high_disagreement,,0,0,False
csqa_0199,high_disagreement,,0,0,False
csqa_0200,high_disagreement,,0,0,False
csqa_0201,high_disagreement,,0,0,False
csqa_0202,high_disagreement,,0,0,False
csqa_0203,high_disagreement,,0,0,False
csqa_0204,high_disagreement,,0,0,False
csqa_0205,high_disagreement,,0,0,False
csqa_0206,high_disagreement,,0,0,False
csqa_0207,high_disagreement,,0,0,False
csqa_0208,high_disagreement,,0,0,False
csqa_0209,high_disagreement,,0,0,False
csqa_0210,high_disagreement,,0,0,False
csqa_0211,high_disagreement,,0,0,False
csqa_0212,high_disagreement,,0,0,False
csqa_0213,high_disagreement,,0,0,False
csqa_0214,high_disagreement,,0,0,False
csqa_0215,high_disagreement,,0,0,False
csqa_0216,high_disagreement,,0,0,False
csqa_0217,high_disagreement,,0,0,False
csqa_0218,high_disagreement,,0,0,False
csqa_0219,high_disagreement,,0,0,False
csqa_0220,high_disagreement,,0,0,False
csqa_0221,high_disagreement,,0,0,False
csqa_0222,high_disagreement,,0,0,False
csqa_0223,high_disagreement,,0,0,False
csqa_0224,high_disagreement,,0,0,False
csqa_0225,high_disagreement,,0,0,False
csqa_0226,high_disagreement,,0,0,False
csqa_0227,high_disagreement,,0,0,False
csqa_0228,high_disagreement,,0,0,False
csqa_0229,high_disagreement,,0,0,False
csqa_0230,high_disagreement,,0,0,False
csqa_0231,high_disagreement,,0,0,False
csqa_0232,high_disagreement,,0,0,False
csqa_0233,high_disagreement,,0,0,False
csqa_0234,high_disagreement,,0,0,False
csqa_0235,high_disagreement,,0,0,False
csqa_0236,high_disagreement,,0,0,False
csqa_0237,high_disagreement,,0,0,False
csqa_0238,high_disagreement,,0,0,False
csqa_0239,high_disagreement,,0,0,False
csqa_0240,high_disagreement,,0,0,False
csqa_0241,high_disagreement,,0,0,False
csqa_0242,high_disagreement,,0,0,False
csqa_0243,high_disagreement,,0,0,False
csqa_0244,high_disagreement,,0,0,False
csqa_0245,high_disagreement,,0,0,False
csqa_0246,high_disagreement,,0,0,False
csqa_0247,high_disagreement,,0,0,False
csqa_0248,high_disagreement,,0,0,False
csqa_0249,high_disagreement,,0,0,False
csqa_0250,high_disagreement,,0,0,False
csqa_0251,high_disagreement,,0,0,False
csqa_0252,false_consensus;minority_correct;confidence_mismatch,B,1,3,False
csqa_0253,high_disagreement,,0,0,False
csqa_0254,high_disagreement,,0,0,False
csqa_0255,high_disagreement,,0,0,False
csqa_0256,high_disagreement,,0,0,False
csqa_0257,high_disagreement,,0,0,False
csqa_0258,high_disagreement,,0,0,False
csqa_0259,high_disagreement,,0,0,False
csqa_0260,high_disagreement,,0,0,False
csqa_0261,high_disagreement,,0,0,False
csqa_0262,high_disagreement,,0,0,False
csqa_0263,high_disagreement,,0,0,False
csqa_0264,true_consensus,A,4,0,True
csqa_0265,high_disagreement,,0,0,False
csqa_0266,high_disagreement,,0,0,False
csqa_0267,high_disagreement,,0,0,False
csqa_0268,high_disagreement,,0,0,False
csqa_0269,high_disagreement,,0,0,False
csqa_0270,high_disagreement,,0,0,False
csqa_0271,high_disagreement,,0,0,False
csqa_0272,high_disagreement,,0,0,False
csqa_0273,high_disagreement,,0,0,False
csqa_0274,high_disagreement,,0,0,False
csqa_0275,high_disagreement,,0,0,False
csqa_0276,high_disagreement,,0,0,False
csqa_0277,high_disagreement,,0,0,False
csqa_0278,high_disagreement,,0,0,False
csqa_0279,high_disagreement,,0,0,False
csqa_0280,high_disagreement,,0,0,False
csqa_0281,high_disagreement,,0,0,False
csqa_0282,high_disagreement,,0,0,False
csqa_0283,high_disagreement,,0,0,False
csqa_0284,high_disagreement,,0,0,False
csqa_0285,high_disagreement,,0,0,False
csqa_0286,high_disagreement,,0,0,False
csqa_0287,high_disagreement,,0,0,False
csqa_0288,high_disagreement,,0,0,False
csqa_0289,high_disagreement,,0,0,False
csqa_0290,high_disagreement,,0,0,False
csqa_0291,high_disagreement,,0,0,False
csqa_0292,high_disagreement,,0,0,False
csqa_0293,high_disagreement,,0,0,False
csqa_0294,high_disagreement,,0,0,False
csqa_0295,high_disagreement,,0,0,False
csqa_0296,high_disagreement,,0,0,False
csqa_0297,high_disagreement,,0,0,False
csqa_0298,high_disagreement,,0,0,False
csqa_0299,high_disagreement,,0,0,False
csqa_0300,high_disagreement,,0,0,False
csqa_0301,high_disagreement,,0,0,False
csqa_0302,high_disagreement,,0,0,False
csqa_0303,high_disagreement,,0,0,False
csqa_0304,high_disagreement,,0,0,False
csqa_0305,high_disagreement,,0,0,False
csqa_0306,high_disagreement,,0,0,False
csqa_0307,high_disagreement,,0,0,False
csqa_0308,high_disagreement,,0,0,False
csqa_0309,high_disagreement,,0,0,False
csqa_0310,high_disagreement,,0,0,False
csqa_0311,high_disagreement,,0,0,False
csqa_0312,true_consensus,B,4,0,True
csqa_0313,high_disagreement,,0,0,False
csqa_0314,high_disagreement,,0,0,False
csqa_0315,high_disagreement,,0,0,False
csqa_0316,high_disagreement,,0,0,False
csqa_0317,high_disagreement,,0,0,False
csqa_0318,high_disagreement,,0,0,False
csqa_0319,high_disagreement,,0,0,False
csqa_0320,high_disagreement,,0,0,False
csqa_0321,high_disagreement,,0,0,False
csqa_0322,true_consensus,B,4,0,True
csqa_0323,high_disagreement,,0,0,False
csqa_0324,high_disagreement,,0,0,False
csqa_0325,high_disagreement,,0,0,False
csqa_0326,high_disagreement,,0,0,False
csqa_0327,high_disagreement,,0,0,False
csqa_0328,high_disagreement,,0,0,False
csqa_0329,high_disagreement,,0,0,False
csqa_0330,high_disagreement,,0,0,False
csqa_0331,high_disagreement,,0,0,False
csqa_0332,high_disagreement,,0,0,False
csqa_0333,high_disagreement,,0,0,False
csqa_0334,high_disagreement,,0,0,False
csqa_0335,high_disagreement,,0,0,False
csqa_0336,high_disagreement,,0,0,False
csqa_0337,high_disagreement,,0,0,False
csqa_0338,high_disagreement,,0,0,False
csqa_0339,high_disagreement,,0,0,False
csqa_0340,high_disagreement,,0,0,False
csqa_0341,high_disagreement,,0,0,False
csqa_0342,high_disagreement,,0,0,False
csqa_0343,high_disagreement,,0,0,False
csqa_0344,high_disagreement,,0,0,False
csqa_0345,high_disagreement,,0,0,False
csqa_0346,high_disagreement,,0,0,False
csqa_0347,true_consensus;confidence_mismatch,B,2,2,True
csqa_0348,high_disagreement,,0,0,False
csqa_0349,high_disagreement,,0,0,False
csqa_0350,high_disagreement;confidence_mismatch,A,2,2,True
csqa_0351,high_disagreement,,0,0,False
csqa_0352,high_disagreement,,0,0,False
csqa_0353,high_disagreement,,0,0,False
csqa_0354,high_disagreement,,0,0,False
csqa_0355,high_disagreement,,0,0,False
csqa_0356,high_disagreement,,0,0,False
csqa_0357,high_disagreement,,0,0,False
csqa_0358,high_disagreement,,0,0,False
csqa_0359,high_disagreement,,0,0,False
csqa_0360,high_disagreement,,0,0,False
csqa_0361,true_consensus,E,4,0,True
csqa_0362,high_disagreement,,0,0,False
csqa_0363,high_disagreement,,0,0,False
csqa_0364,high_disagreement,,0,0,False
csqa_0365,high_disagreement,,0,0,False
csqa_0366,high_disagreement,,0,0,False
csqa_0367,high_disagreement,,0,0,False
csqa_0368,high_disagreement,,0,0,False
csqa_0369,high_disagreement,,0,0,False
csqa_0370,high_disagreement,,0,0,False
csqa_0371,high_disagreement,,0,0,False
csqa_0372,high_disagreement,,0,0,False
csqa_0373,high_disagreement,,0,0,False
csqa_0374,high_disagreement,,0,0,False
csqa_0375,high_disagreement,,0,0,False
csqa_0376,high_disagreement,,0,0,False
csqa_0377,high_disagreement,,0,0,False
csqa_0378,high_disagreement,,0,0,False
csqa_0379,high_disagreement,,0,0,False
csqa_0380,high_disagreement,,0,0,False
csqa_0381,high_disagreement,,0,0,False
csqa_0382,high_disagreement,,0,0,False
csqa_0383,high_disagreement,,0,0,False
csqa_0384,high_disagreement,,0,0,False
csqa_0385,high_disagreement,,0,0,False
csqa_0386,high_disagreement,,0,0,False
csqa_0387,high_disagreement,,0,0,False
csqa_0388,high_disagreement,,0,0,False
csqa_0389,high_disagreement,,0,0,False
csqa_0390,high_disagreement,,0,0,False
csqa_0391,high_disagreement,,0,0,False
csqa_0392,high_disagreement,,0,0,False
csqa_0393,high_disagreement,,0,0,False
csqa_0394,high_disagreement,,0,0,False
csqa_0395,high_disagreement,,0,0,False
csqa_0396,high_disagreement,,0,0,False
csqa_0397,high_disagreement,,0,0,False
csqa_0398,high_disagreement,,0,0,False
csqa_0399,high_disagreement,,0,0,False
csqa_0400,high_disagreement,,0,0,False
csqa_0401,high_disagreement,,0,0,False
csqa_0402,high_disagreement,,0,0,False
